idx,Periódico,Categoría,Título,Contenido,Clasificación,Score BERT,Tipo
87,ABC,Nacional,echa a andar el nuevo gobierno de aragón con dos vicepresidentes y con el núcleo duro de azcón,mar vaquero como vicepresidenta de presidencia justicia y asume ahora cultura por la redistribución de funciones roberto bermúdez de castro consejero de hacienda e interior octavio lópez hombre fuerte de las infraestructuras y carmen susín que deja bienestar social y familias en ... manos de la cuot...,No Clickbait,0.292,Ambos: No Clickbait
89,ABC,Nacional,las notas de los jugadores del córdoba cf tras el triunfo ante el sporting,la vida sigue siendo de color de rosa para el córdoba cf . con el triunfo además ante el sporting además de consolidar el buen estado de forma ante un rival directo en la clasificación también pudo firmar de manera matemática la permanecía y mantener ... la escalada hacia los puestos de la zona nobl...,No Clickbait,0.324,Ambos: No Clickbait
90,ABC,Nacional,yolanda díaz prescindió de su jefe de prensa el mismo día que se reincorporaba tras una baja médica,solo hay una razón detrás de la incapacidad temporal proteger la salud aseguró el 3 de octubre de 2024 la vicepresidenta segunda del gobierno y ministra de trabajo yolanda díaz. lo dijo en respuesta a un planteamiento de su compañera la ministra de ... la seguridad social elma saiz que pidió estudia...,No Clickbait,0.323,Ambos: No Clickbait
91,ABC,Nacional,cd castellón córdoba cf en directo resumen goles y minuto a minuto del partido de segunda división 2025 2026,mano de adrián fuentes córdoba. falta de adrián fuentes córdoba. fabrizio brignani castellón ha recibido una falta en la zona defensiva. falta de alberto del moral córdoba. ronaldo castellón ha recibido una falta en campo contrario. remate fallado por ousmane camara castellón remate con la izquierda...,No Clickbait,0.217,Ambos: No Clickbait
92,ABC,Nacional,el regidor de ávila cesa a su teniente de alcalde tras presentarse a la oposición de administrativo del consistorio,el alcalde de ávila jesús manuel sánchez cabrera cesaba a la teniente de alcalde sonsoles prieto hernández por pérdida de confianza al presentarse a unas oposiciones de administrativos convocadas por el ayuntamiento abulense.sánchez cabrera en una rueda de prensa convocada de urgencia explicaba que ...,No Clickbait,0.201,Ambos: No Clickbait
93,ABC,Nacional,indignación en canarias con moncloa les dijo que el crucero del hantavirus no llegaría mientras negociaba con la oms,el gobierno pactó con la oms la entrada del crucero infectado con hantavirus a un puerto de canarias de espaldas a la autonomía. así lo explican fuentes del gabinete presidido por fernando clavijo a abc que no esconden su enfado con la administración del estado ... por la forma en la que se ha gesti...,No Clickbait,0.322,Ambos: No Clickbait
94,ABC,Nacional,pontón confía en que el pp de lugo se quede en la oposición tras las municipales,la portavoz nacional del bng ana pontón está convencida de que el pp no va a durar más que un año al frente de la alcaldía de lugo tras la moción de censura que se vota este jueves. la líder nacionalista confía en que la ... ciudadanía en cuanto pueda votar va a volver a poner a los populares en la ...,No Clickbait,0.280,Ambos: No Clickbait
95,ABC,Nacional,buscan a una niña de 5 años sustraída por sus padres biológicos durante una visita tutelada en oviedo,la policía busca a una niña de cinco años cuyos padres biológicos habrían arrebatado a la familia que tenía de acogida en una visita en oviedo.según han confirmado fuentes del gobierno asturiano el suceso se produjo el pasado jueves cuando los padres biológicos tenían ... una visita a la niña en las...,No Clickbait,0.309,Ambos: No Clickbait
97,ABC,Nacional,un grupo de erc crítico a junqueras pide expedientar a rufián por deslealtad y la retirada cautelar de la portavocía en el congreso,un grupo minoritario de militantes de erc organizados en el col.lectiu primer doctubre ha pedido a la comisión de garantías de la formación que preside oriol junqueras que abra un expediente informativo sobre la actuación del diputado y cabeza de lista al congreso ... gabriel rufián. el motivo la in...,No Clickbait,0.222,Ambos: No Clickbait
98,ABC,Nacional,roca rey se cae del cartel de san pedro regalado en valladolid tras su grave cogida en la maestranza,andrés roca rey continúa con su recuperación tras la grave cogida sufrida en la maestranza el pasado 23 de abril. el pasado día 28 recibía el alta hospitalaria para continuar con su convalecencia y ponerse manos a la obra con su rehabilitación con el ... objetivo de volver a los ruedos cuanto antes ...,No Clickbait,0.390,Ambos: No Clickbait
99,ABC,Nacional,fallece un trabajador de las obras de la circunvalación de valladolid al ser golpeado por un camión,un trabajador de unos 60 años ha fallecido este lunes al ser golpeado por un camión en las obras que se llevan a cabo en la ronda este de valladolid va 20 según datos de la policía municipal y del servicio de emergencias castilla y ... león 112 recogidos por europa press.los hechos según el 112 han ...,No Clickbait,0.252,Ambos: No Clickbait
100,ABC,Cultura,musa de las causas abolidas,la primera vez que vi a patti smith fue en el anfiteatro gabriela mistral en casa de américa hace casi quince años. se presentó en el escenario del palacio de linares en madrid con una taza de cerámica en la mano derecha y el micrófono ... en la izquierda. habló del novelista chileno roberto bolaño ...,No Clickbait,0.377,Ambos: No Clickbait
102,ABC,Cultura,una histórica primavera en la maestranza garzón debuta por todo lo alto,malos tiempos para la lírica antitaurina. asómense a sevilla a los tendidos de la maestranza con una taquilla histórica de récord nueve carteles de no hay billetes en los dieciséis festejos del abono con más de 150.000 espectadores más los nueve mil que han ... pasado por la venta de antequera. memo...,No Clickbait,0.461,Ambos: No Clickbait
103,ABC,Cultura,muere a los 89 años josé maría cruz novillo el diseñador de la españa de la transición,unos días antes de cumplir los noventa ha fallecido en madrid su ciudad de residencia el conquense josé maría pepe cruz novillo . lo primero que me viene a la memoria es mi fascinación en el paso de la infancia a la adolescencia a mediados ... de la década del sesenta por los fósforos del pirineo un...,No Clickbait,0.310,Ambos: No Clickbait
104,ABC,Cultura,historia o relato equívocos y abusos de la memoria democrática,el siglo xxi rima con memoria. se trata sin lugar a dudas de una de las palabras más mentadas en los medios y en las discusiones ciudadanas sin olvidar está claro otras como crisis independencia o corrupción. lo cultural se funde en este terreno con ... lo político y lo social. la emergencia e impos...,No Clickbait,0.336,Ambos: No Clickbait
105,ABC,Cultura,los rolling stones anuncian su nuevo álbum foreign tongues,inasequibles al desaliento y la vejez the rolling stones anuncian hoy el lanzamiento de su esperado nuevo álbum de estudio foreign tongues que verá la luz el próximo 10 de julio a través de polydor/universal music. esta nueva colección de 14 ... temas llega menos de tres años después de hackney diam...,No Clickbait,0.267,Ambos: No Clickbait
106,ABC,Cultura,recuperan dos cuadros de picasso y miró en malasia vinculados a la trama corrupta de 1mdb,la comisión anticorrupción de malasia macc repatrió con éxito cuatro obras de arte el mes pasado entre ellas un grabado de pablo picasso de 1961 como parte de los esfuerzos en curso para recuperar más de 4.500 millones de dólares desviados del fondo estatal ... 1malaysia development berhad entre 200...,No Clickbait,0.328,Ambos: No Clickbait
108,ABC,Cultura,guille galván la odisea de volver a casa para volver a empezar,hace un día como para quedarse a vivir en el patio de guille galván madrid 1980 con las flores y los pájaros y el sol. nos recibe con camisa vaquera camiseta gris y una levedad como de acabar de llegar a casa. ¿queréis café? es ... por aquí dice. el estudio es pequeño íntimo como si lo hubiera soñad...,Clickbait,0.641,Ambos: Clickbait
109,ABC,Cultura,escribano cuando las cosas se hacen con verdad y corazón llegan arriba,la torería el esfuerzo y el entendimiento de lo que necesita cada toro para el necesario acople en las telas se aliaron en la faena de escribano con montesino el cuarto del festejo. el de gerena que se entrega al máximo cada vez que ... pisa el ruedo maestrante se llevó la única oreja de la última t...,Clickbait,0.646,Ambos: Clickbait
112,ABC,Cultura,novilladas en sevilla debuts oportunidades y un hierro nuevo en la maestranza,las novilladas vuelven a latir en la real maestranza de caballería de sevilla como el territorio donde empieza todo. cuatro festejos con picadores convierten mayo y junio en un examen sin red para una generación que llega llamando a la puerta y que ... encuentra en el coso del baratillo el filtro de...,No Clickbait,0.382,Ambos: No Clickbait
113,ABC,Cultura,duelo de titanes de la escultura miguel ángel y rodin se miden en el louvre,casi cuatro siglos y más de 1.200 kilómetros los separan. uno italiano toscano para más señas genio del renacimiento. conocido como el divino era arquitecto escultor pintor poeta... para muchos un héroe un dios. el otro francés padre de la escultura moderna. cuenta con ... un museo propio en parís s...,No Clickbait,0.304,Ambos: No Clickbait
114,ABC,Cultura,la alhambra un lienzo con cinco hectáreas en flor,cuentan que la alhambra era un estallido de color. ese juego de cromatismo reinaba en el interior de los espacios palacios viviendas y constituía una parte muy importante de su arquitectura cuando era una ciudad palatina. actualmente cuesta imaginar con su esencia terracota empolvada los ... destell...,No Clickbait,0.320,Ambos: No Clickbait
